id,wp_id,slug,status,title,description_html,description_text,permalink,region,categories,featured_image_url,gallery_image_urls,wp_created,wp_modified
61,1125,333-stk,publish,333 STK,"<h3>Why 333 STK?</h3>
<h3>Universities:</h3>
<ol>
<li>3.5 KM – University of Melbourne (Southbank Campus)</li>
<li>5 KM – RMIT University (City Campus)</li>
<li>6.5 KM – University of Melbourne (Parkville Campus)</li>
</ol>
<h3>Landmarks:</h3>
<ol>
<li>0.5 KM – Albert Park Lake</li>
<li>1 KM – Royal Botanic Gardens Melbourne</li>
<li>1.5 KM – Shrine of Remembrance</li>
<li>2 KM – National Gallery of Victoria</li>
<li>3 KM – Melbourne Arts Precinct</li>
<li>3.5 KM – Federation Square</li>
<li>4 KM – Flinders Street Station</li>
<li>5 KM – Crown Casino Melbourne</li>
</ol>
<h3 style=""font-weight: 400;""><strong>Sustainability First:</strong></h3>
<ul style=""font-weight: 400;"">
<li>7-Star NatHERS Energy Rating</li>
<li>EV charging stations (6 included + upgrade options)</li>
<li>WELS 5-star tapware</li>
</ul>
<h3 style=""font-weight: 400;""><strong>Designed to Impress:</strong></h3>
<ul style=""font-weight: 400;"">
<li>Large kitchens with island benches</li>
<li>Abundant storage, light-filled interiors</li>
<li>Large courtyards perfect for a private veggie garden</li>
<li>Access to on-site gym, private dining room, media lounge, BBQ garden, and library</li>
</ul>
<p> </p>
<p>More Information:</p>
<p>June Loh   |    +61429 428 808</p>
<p>Sales and Marketing Manager<br />
Matrix Development (Australia) Pty Ltd</p>","Why 333 STK? Universities: 3.5 KM – University of Melbourne (Southbank Campus) 5 KM – RMIT University (City Campus) 6.5 KM – University of Melbourne (Parkville Campus) Landmarks: 0.5 KM – Albert Park Lake 1 KM – Royal Botanic Gardens Melbourne 1.5 KM – Shrine of Remembrance 2 KM – National Gallery of Victoria 3 KM – Melbourne Arts Precinct 3.5 KM – Federation Square 4 KM – Flinders Street Station 5 KM – Crown Casino Melbourne Sustainability First: 7-Star NatHERS Energy Rating EV charging stations (6 included + upgrade options) WELS 5-star tapware Designed to Impress: Large kitchens with island benches Abundant storage, light-filled interiors Large courtyards perfect for a private veggie garden Access to on-site gym, private dining room, media lounge, BBQ garden, and library More Information: June Loh | +61429 428 808 Sales and Marketing Manager Matrix Development (Australia) Pty Ltd",https://agent.sathomson.com.au/listing/333-stk/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/stk5.jpg,null,10/18/2024 6:09,8/18/2025 2:03
62,1114,yarra-park,publish,Yarra Park,"<h3>Why Yarra Park?</h3>
<h3>Universities</h3>
<ul>
<li>4.0 KM – La Trobe University, Bundoora Campus</li>
<li>6.5 KM – RMIT University, Brunswick Campus</li>
<li>7.0 KM – University of Melbourne, Parkville Campus</li>
<li>9.0 KM – Swinburne University of Technology, Hawthorn Campus</li>
<li>10.0 KM – Australian Catholic University, Fitzroy Campus</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li>2.0 KM – Fairfield Boathouse</li>
<li>3.0 KM – Yarra Bend Park</li>
<li>6.0 KM – Melbourne Zoo</li>
<li>7.0 KM – Queen Victoria Market</li>
<li>8.0 KM – Melbourne Museum</li>
<li>9.0 KM – Royal Botanic Gardens</li>
<li>9.5 KM – Melbourne Cricket Ground (MCG)</li>
<li>10.0 KM – Melbourne CBD</li>
</ul>","Why Yarra Park? Universities 4.0 KM – La Trobe University, Bundoora Campus 6.5 KM – RMIT University, Brunswick Campus 7.0 KM – University of Melbourne, Parkville Campus 9.0 KM – Swinburne University of Technology, Hawthorn Campus 10.0 KM – Australian Catholic University, Fitzroy Campus Landmarks 2.0 KM – Fairfield Boathouse 3.0 KM – Yarra Bend Park 6.0 KM – Melbourne Zoo 7.0 KM – Queen Victoria Market 8.0 KM – Melbourne Museum 9.0 KM – Royal Botanic Gardens 9.5 KM – Melbourne Cricket Ground (MCG) 10.0 KM – Melbourne CBD",https://agent.sathomson.com.au/listing/yarra-park/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/yp2.png,null,10/17/2024 22:48,3/31/2025 23:47
63,1107,bentleigh,publish,Bentleigh,"<h3>Why Bentleigh?</h3>
<h3>Universities</h3>
<ul>
<li>7.0 KM – Monash University, Caulfield Campus</li>
<li>9.5 KM – Deakin University, Burwood Campus</li>
<li>11.0 KM – University of Melbourne, Southbank Campus</li>
<li>12.0 KM – Swinburne University of Technology, Hawthorn Campus</li>
<li>15.0 KM – RMIT University, Melbourne City Campus</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li>1.5 KM – Bentleigh East Shopping Centre</li>
<li>3.0 KM – GESAC (Glen Eira Sports and Aquatic Centre)</li>
<li>5.0 KM – Chadstone Shopping Centre</li>
<li>6.0 KM – Brighton Beach</li>
<li>8.0 KM – Caulfield Racecourse</li>
<li>10.0 KM – St Kilda Beach</li>
<li>12.0 KM – Royal Botanic Gardens Melbourne</li>
<li>13.0 KM – Melbourne Cricket Ground (MCG)</li>
<li>14.0 KM – Federation Square and Melbourne CBD</li>
</ul>","Why Bentleigh? Universities 7.0 KM – Monash University, Caulfield Campus 9.5 KM – Deakin University, Burwood Campus 11.0 KM – University of Melbourne, Southbank Campus 12.0 KM – Swinburne University of Technology, Hawthorn Campus 15.0 KM – RMIT University, Melbourne City Campus Landmarks 1.5 KM – Bentleigh East Shopping Centre 3.0 KM – GESAC (Glen Eira Sports and Aquatic Centre) 5.0 KM – Chadstone Shopping Centre 6.0 KM – Brighton Beach 8.0 KM – Caulfield Racecourse 10.0 KM – St Kilda Beach 12.0 KM – Royal Botanic Gardens Melbourne 13.0 KM – Melbourne Cricket Ground (MCG) 14.0 KM – Federation Square and Melbourne CBD",https://agent.sathomson.com.au/listing/bentleigh/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/ben5.png,null,10/17/2024 4:08,2/25/2025 0:22
64,1099,lilydale,publish,Lilydale,"<h3>Why Lilydale?</h3>
<h3>Universities</h3>
<ul>
<li>16.0 KM – Swinburne University of Technology, Croydon Campus</li>
<li>27.0 KM – Deakin University, Burwood Campus</li>
<li>28.0 KM – La Trobe University, Bundoora Campus</li>
<li>34.0 KM – University of Melbourne, Parkville Campus</li>
<li>34.0 KM – RMIT University, Melbourne City Campus</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li>0.8 KM – Lilydale Lake</li>
<li>1.0 KM – Lilydale Marketplace</li>
<li>4.5 KM – Yarra Valley Gateway Estate</li>
<li>8.0 KM – Dandenong Ranges National Park</li>
<li>10.0 KM – Mont De Lancey Historic Homestead</li>
<li>15.0 KM – Healesville Sanctuary</li>
<li>25.0 KM – Yarra Valley Chocolaterie & Ice Creamery</li>
<li>27.0 KM – Maroondah Reservoir Park</li>
<li>35.0 KM – Melbourne CBD</li>
</ul>
<p> </p>
<p><strong>Notes</strong> : Reservation : AUD 2000, First Payment : 10%, Settlement to be done upon completion</p>","Why Lilydale? Universities 16.0 KM – Swinburne University of Technology, Croydon Campus 27.0 KM – Deakin University, Burwood Campus 28.0 KM – La Trobe University, Bundoora Campus 34.0 KM – University of Melbourne, Parkville Campus 34.0 KM – RMIT University, Melbourne City Campus Landmarks 0.8 KM – Lilydale Lake 1.0 KM – Lilydale Marketplace 4.5 KM – Yarra Valley Gateway Estate 8.0 KM – Dandenong Ranges National Park 10.0 KM – Mont De Lancey Historic Homestead 15.0 KM – Healesville Sanctuary 25.0 KM – Yarra Valley Chocolaterie & Ice Creamery 27.0 KM – Maroondah Reservoir Park 35.0 KM – Melbourne CBD Notes : Reservation : AUD 2000, First Payment : 10%, Settlement to be done upon completion",https://agent.sathomson.com.au/listing/lilydale/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/lily2.png,null,10/17/2024 3:50,2/13/2025 0:06
65,1088,footscray,publish,Footscray,"<h3>Why Footscray?</h3>
<h3>Universities</h3>
<ul>
<li>1.0 KM – Victoria University, Footscray Park Campus</li>
<li>6.5 KM – RMIT University, Melbourne City Campus</li>
<li>6.5 KM – University of Melbourne, Parkville Campus</li>
<li>9.0 KM – Victoria University, City Queen Campus</li>
<li>13.0 KM – La Trobe University, City Campus</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li>1.5 KM – Footscray Market</li>
<li>1.7 KM – Footscray Park</li>
<li>2.0 KM – Whitten Oval</li>
<li>6.0 KM – Flemington Racecourse</li>
<li>6.5 KM – Queen Victoria Market</li>
<li>7.0 KM – Marvel Stadium</li>
<li>7.5 KM – Melbourne CBD</li>
<li>8.0 KM – Royal Botanic Gardens Melbourne</li>
<li>8.5 KM – Southbank Promenade</li>
</ul>","Why Footscray? Universities 1.0 KM – Victoria University, Footscray Park Campus 6.5 KM – RMIT University, Melbourne City Campus 6.5 KM – University of Melbourne, Parkville Campus 9.0 KM – Victoria University, City Queen Campus 13.0 KM – La Trobe University, City Campus Landmarks 1.5 KM – Footscray Market 1.7 KM – Footscray Park 2.0 KM – Whitten Oval 6.0 KM – Flemington Racecourse 6.5 KM – Queen Victoria Market 7.0 KM – Marvel Stadium 7.5 KM – Melbourne CBD 8.0 KM – Royal Botanic Gardens Melbourne 8.5 KM – Southbank Promenade",https://agent.sathomson.com.au/listing/footscray/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/ft1.png,null,10/17/2024 3:30,10/17/2024 3:43
66,1076,listing-1076,publish,Waverley Hills,"<h3>Why Waverley Hills?</h3>
<h3>Universities</h3>
<ul>
<li>5.0 KM – Monash University, Clayton Campus</li>
<li>6.5 KM – Deakin University, Burwood Campus</li>
<li>9.0 KM – Swinburne University of Technology, Hawthorn Campus</li>
<li>14.0 KM – University of Melbourne, Parkville Campus</li>
<li>15.0 KM – RMIT University, Melbourne City Campus</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li>3.0 KM – Chadstone Shopping Centre</li>
<li>4.0 KM – Mount Waverley Shopping Village</li>
<li>6.0 KM – Glen Waverley Shopping Centre</li>
<li>7.5 KM – Jells Park</li>
<li>9.0 KM – Koornang Park</li>
<li>11.0 KM – Waverley Park</li>
<li>14.0 KM – Melbourne CBD</li>
</ul>","Why Waverley Hills? Universities 5.0 KM – Monash University, Clayton Campus 6.5 KM – Deakin University, Burwood Campus 9.0 KM – Swinburne University of Technology, Hawthorn Campus 14.0 KM – University of Melbourne, Parkville Campus 15.0 KM – RMIT University, Melbourne City Campus Landmarks 3.0 KM – Chadstone Shopping Centre 4.0 KM – Mount Waverley Shopping Village 6.0 KM – Glen Waverley Shopping Centre 7.5 KM – Jells Park 9.0 KM – Koornang Park 11.0 KM – Waverley Park 14.0 KM – Melbourne CBD",https://agent.sathomson.com.au/listing/1076/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/mw3.png,null,10/17/2024 0:13,10/17/2024 0:26
67,1056,wantirna,publish,Wantirna,"<h3>Why Wantirna?</h3>
<h3>Universities</h3>
<ul>
<li>9.5 KM – Swinburne University of Technology, Wantirna Campus</li>
<li>15.0 KM – Deakin University, Burwood Campus</li>
<li>17.0 KM – Monash University, Clayton Campus</li>
<li>21.0 KM – Swinburne University of Technology, Hawthorn Campus</li>
<li>27.0 KM – University of Melbourne, Parkville Campus</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li>2.0 KM – Westfield Knox Shopping Centre</li>
<li>3.5 KM – Jells Park</li>
<li>7.0 KM – Dandenong Ranges National Park</li>
<li>12.0 KM – Eastland Shopping Centre</li>
<li>15.0 KM – Healesville Sanctuary</li>
<li>18.0 KM – Melbourne CBD</li>
<li>22.0 KM – Royal Botanic Gardens Cranbourne</li>
<li>25.0 KM – Puffing Billy Railway</li>
</ul>
<p> </p>
<p><strong>Notes</strong> : Reservation : AUD 2000, First Payment : 10%, Settlement to be done within 3 months</p>","Why Wantirna? Universities 9.5 KM – Swinburne University of Technology, Wantirna Campus 15.0 KM – Deakin University, Burwood Campus 17.0 KM – Monash University, Clayton Campus 21.0 KM – Swinburne University of Technology, Hawthorn Campus 27.0 KM – University of Melbourne, Parkville Campus Landmarks 2.0 KM – Westfield Knox Shopping Centre 3.5 KM – Jells Park 7.0 KM – Dandenong Ranges National Park 12.0 KM – Eastland Shopping Centre 15.0 KM – Healesville Sanctuary 18.0 KM – Melbourne CBD 22.0 KM – Royal Botanic Gardens Cranbourne 25.0 KM – Puffing Billy Railway Notes : Reservation : AUD 2000, First Payment : 10%, Settlement to be done within 3 months",https://agent.sathomson.com.au/listing/wantirna/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/Sold-Out-Agent-Portal.png,null,10/16/2024 22:51,7/10/2025 4:41
68,1044,templestowe,publish,Seedwood,"<h3>Why Seedwood ?</h3>
<p>This project offers 3 or 4-bedroom homes, with carpeted bedrooms and engineered timber flooring in the kitchen and living areas. The kitchen is equipped with high-quality European-brand appliances and features a double sink for added convenience. Own two secure, private garage spaces for convenience and flexibility. Park your vehicles, hang bikes, or store belongings—this spotless space is yours to use as you please</p>
<h3>Universities</h3>
<ul>
<li>7.0 KM – Deakin University, Burwood Campus</li>
<li>8.5 KM – La Trobe University, Bundoora Campus</li>
<li>13.0 KM – Swinburne University of Technology, Hawthorn Campus</li>
<li>15.5 KM – RMIT University, City Campus</li>
<li>16.0 KM – University of Melbourne, Parkville Campus</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li>2.0 KM – Ruffey Lake Park</li>
<li>6.0 KM – Westfield Doncaster Shopping Centre</li>
<li>8.0 KM – Box Hill Central Shopping Centre</li>
<li>10.0 KM – Heide Museum of Modern Art</li>
<li>12.0 KM – Yarra River Parklands</li>
<li>14.5 KM – Melbourne CBD</li>
<li>15.0 KM – Fitzroy Gardens</li>
<li>16.5 KM – Royal Botanic Gardens Melbourne</li>
</ul>","Why Seedwood ? This project offers 3 or 4-bedroom homes, with carpeted bedrooms and engineered timber flooring in the kitchen and living areas. The kitchen is equipped with high-quality European-brand appliances and features a double sink for added convenience. Own two secure, private garage spaces for convenience and flexibility. Park your vehicles, hang bikes, or store belongings—this spotless space is yours to use as you please Universities 7.0 KM – Deakin University, Burwood Campus 8.5 KM – La Trobe University, Bundoora Campus 13.0 KM – Swinburne University of Technology, Hawthorn Campus 15.5 KM – RMIT University, City Campus 16.0 KM – University of Melbourne, Parkville Campus Landmarks 2.0 KM – Ruffey Lake Park 6.0 KM – Westfield Doncaster Shopping Centre 8.0 KM – Box Hill Central Shopping Centre 10.0 KM – Heide Museum of Modern Art 12.0 KM – Yarra River Parklands 14.5 KM – Melbourne CBD 15.0 KM – Fitzroy Gardens 16.5 KM – Royal Botanic Gardens Melbourne",https://agent.sathomson.com.au/listing/templestowe/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/see3.png,null,10/16/2024 22:29,10/16/2024 22:44
69,1034,highett-common,publish,Highett Common,"<h3>About Highett</h3>
<p>This is a mix of apartment and townhouse projects.</p>
<p>Stage 1 features 165 Apartments within 2 buildings named Park House & North Lane and both are selling now.</p>
<p>Stage 2 features 3 & 4 bed townhouses (Highett Common).</p>
<p>Stage 3 The Mews Collection – 137 Boutique 1, 2 & 3 Bedroom Apartments Coming Soon</p>
<h3>Why Highett Common?</h3>
<h3>Universities</h3>
<ul>
<li>8.0 KM – Monash University, Caulfield Campus</li>
<li>12.5 KM – Swinburne University of Technology, Hawthorn Campus</li>
<li>16.0 KM – Deakin University, Burwood Campus</li>
<li>17.0 KM – University of Melbourne, Parkville Campus</li>
<li>17.5 KM – RMIT University, City Campus</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li>1.5 KM – Westfield Southland Shopping Centre</li>
<li>3.0 KM – Highett Shopping Centre</li>
<li>4.5 KM – Sandringham Beach</li>
<li>5.0 KM – Royal Melbourne Golf Club</li>
<li>7.0 KM – Brighton Beach</li>
<li>10.0 KM – St Kilda Beach</li>
<li>14.0 KM – Melbourne CBD</li>
<li></li>
</ul>","About Highett This is a mix of apartment and townhouse projects. Stage 1 features 165 Apartments within 2 buildings named Park House & North Lane and both are selling now. Stage 2 features 3 & 4 bed townhouses (Highett Common). Stage 3 The Mews Collection – 137 Boutique 1, 2 & 3 Bedroom Apartments Coming Soon Why Highett Common? Universities 8.0 KM – Monash University, Caulfield Campus 12.5 KM – Swinburne University of Technology, Hawthorn Campus 16.0 KM – Deakin University, Burwood Campus 17.0 KM – University of Melbourne, Parkville Campus 17.5 KM – RMIT University, City Campus Landmarks 1.5 KM – Westfield Southland Shopping Centre 3.0 KM – Highett Shopping Centre 4.5 KM – Sandringham Beach 5.0 KM – Royal Melbourne Golf Club 7.0 KM – Brighton Beach 10.0 KM – St Kilda Beach 14.0 KM – Melbourne CBD",https://agent.sathomson.com.au/listing/highett-common/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/he3.jpg,null,10/16/2024 7:29,4/1/2025 0:02
70,1023,the-belmont-collection,publish,The Belmont Collection,"<h3>Why Belmont Collection?</h3>
<h3>Universities</h3>
<ul>
<li>2.5 KM – La Trobe University, Bundoora Campus</li>
<li>13.0 KM – RMIT University, Brunswick Campus</li>
<li>18.0 KM – University of Melbourne, Parkville Campus</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li>1.0 KM – Mill Park Stables Shopping Centre</li>
<li>1.5 KM – Westfield Plenty Valley Shopping Centre</li>
<li>3.0 KM – Bundoora Park</li>
<li>3.5 KM – Darebin Creek Forest Park</li>
<li>5.5 KM – Uni Hill Factory Outlets</li>
<li>14.0 KM – Preston Market</li>
<li>16.0 KM – Melbourne Zoo</li>
<li>18.5 KM – Melbourne Museum</li>
</ul>","Why Belmont Collection? Universities 2.5 KM – La Trobe University, Bundoora Campus 13.0 KM – RMIT University, Brunswick Campus 18.0 KM – University of Melbourne, Parkville Campus Landmarks 1.0 KM – Mill Park Stables Shopping Centre 1.5 KM – Westfield Plenty Valley Shopping Centre 3.0 KM – Bundoora Park 3.5 KM – Darebin Creek Forest Park 5.5 KM – Uni Hill Factory Outlets 14.0 KM – Preston Market 16.0 KM – Melbourne Zoo 18.5 KM – Melbourne Museum",https://agent.sathomson.com.au/listing/the-belmont-collection/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/2.png,null,10/16/2024 7:15,4/8/2025 7:25
71,1013,the-park-bundoora,publish,The Park Bundoora,"<h3>Why The Park Bundoora?</h3>
<h3>Universities</h3>
<ul>
<li>1.0 KM – La Trobe University, Bundoora Campus</li>
<li>11.5 KM – RMIT University, Brunswick Campus</li>
<li>16.0 KM – University of Melbourne, Parkville Campus</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li>1.2 KM – Bundoora Park</li>
<li>1.5 KM – Polaris 3083 Shopping Centre</li>
<li>3.0 KM – Darebin Creek Forest Park</li>
<li>6.5 KM – Northland Shopping Centre</li>
<li>8.0 KM – Preston Market</li>
<li>14.0 KM – Melbourne Zoo</li>
<li>16.5 KM – Melbourne Museum</li>
</ul>","Why The Park Bundoora? Universities 1.0 KM – La Trobe University, Bundoora Campus 11.5 KM – RMIT University, Brunswick Campus 16.0 KM – University of Melbourne, Parkville Campus Landmarks 1.2 KM – Bundoora Park 1.5 KM – Polaris 3083 Shopping Centre 3.0 KM – Darebin Creek Forest Park 6.5 KM – Northland Shopping Centre 8.0 KM – Preston Market 14.0 KM – Melbourne Zoo 16.5 KM – Melbourne Museum",https://agent.sathomson.com.au/listing/the-park-bundoora/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/bn6.jpg,null,10/16/2024 7:10,10/16/2024 7:11
72,1003,mac-residences,publish,MAC Residences,"<h3>Why MAC Residences?</h3>
<p>Located in the heart of Macquarie Park, in Sydney’s northwest, Midtown MacPark is a 100% walkable community which offers a range of living options to suit your individual needs while providing you an array of amenity right on your doorstep.</p>
<h3>Universities</h3>
<ul>
<li>0.9 KM – Macquarie University</li>
<li>8.5 KM – University of Technology Sydney (UTS)</li>
<li>9.0 KM – University of Sydney</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li>1.0 KM – Macquarie Centre (shopping and entertainment complex)</li>
<li>1.2 KM – Lane Cove National Park</li>
<li>2.5 KM – North Ryde Golf Club</li>
<li>3.5 KM – Chatswood CBD</li>
<li>8.0 KM – Royal North Shore Hospital</li>
<li>9.5 KM – Sydney Olympic Park</li>
</ul>","Why MAC Residences? Located in the heart of Macquarie Park, in Sydney’s northwest, Midtown MacPark is a 100% walkable community which offers a range of living options to suit your individual needs while providing you an array of amenity right on your doorstep. Universities 0.9 KM – Macquarie University 8.5 KM – University of Technology Sydney (UTS) 9.0 KM – University of Sydney Landmarks 1.0 KM – Macquarie Centre (shopping and entertainment complex) 1.2 KM – Lane Cove National Park 2.5 KM – North Ryde Golf Club 3.5 KM – Chatswood CBD 8.0 KM – Royal North Shore Hospital 9.5 KM – Sydney Olympic Park",https://agent.sathomson.com.au/listing/mac-residences/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/m4.jpg,null,10/15/2024 7:36,10/15/2024 8:04
73,994,atlas-melbourne,publish,Atlas Melbourne,"<h3>Why Atlas Melbourne?</h3>
<h3>Universities</h3>
<ul>
<li>0.5 KM – RMIT University (City Campus)</li>
<li>1.2 KM – University of Melbourne (Parkville Campus)</li>
<li>0.7 KM – Victoria University (City Queen Campus)</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li>0.4 KM – Flagstaff Gardens</li>
<li>0.6 KM – Queen Victoria Market</li>
<li>0.9 KM – Melbourne Central Shopping Centre</li>
<li>1.0 KM – State Library of Victoria</li>
<li>1.2 KM – Bourke Street Mall</li>
<li>1.5 KM – Federation Square</li>
<li>1.7 KM – Crown Melbourne (casino and entertainment complex)</li>
<li>2.0 KM – Royal Exhibition Building and Carlton Gardens</li>
</ul>",Why Atlas Melbourne? Universities 0.5 KM – RMIT University (City Campus) 1.2 KM – University of Melbourne (Parkville Campus) 0.7 KM – Victoria University (City Queen Campus) Landmarks 0.4 KM – Flagstaff Gardens 0.6 KM – Queen Victoria Market 0.9 KM – Melbourne Central Shopping Centre 1.0 KM – State Library of Victoria 1.2 KM – Bourke Street Mall 1.5 KM – Federation Square 1.7 KM – Crown Melbourne (casino and entertainment complex) 2.0 KM – Royal Exhibition Building and Carlton Gardens,https://agent.sathomson.com.au/listing/atlas-melbourne/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/at2.png,null,10/15/2024 4:02,1/21/2025 0:03
74,979,ombre,publish,Ombre,"<h3>Why Ombre</h3>
<h3>Universities</h3>
<ul>
<li>1.8 KM – Bond University</li>
<li>14.0 KM – Griffith University (Gold Coast Campus)</li>
<li>16.5 KM – Southern Cross University (Gold Coast Campus)</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li>1.2 KM – Robina Town Centre (shopping and dining complex)</li>
<li>2.5 KM – Cbus Super Stadium (home of the Gold Coast Titans)</li>
<li>5.0 KM – Burleigh Heads National Park</li>
<li>8.2 KM – Pacific Fair Shopping Centre</li>
<li>8.5 KM – The Star Gold Coast (casino and hotel)</li>
<li>10.0 KM – Broadbeach (beach and entertainment area)</li>
<li>12.0 KM – Gold Coast Convention and Exhibition Centre</li>
<li>15.0 KM – Surfers Paradise (iconic beach and tourist destination)</li>
</ul>",Why Ombre Universities 1.8 KM – Bond University 14.0 KM – Griffith University (Gold Coast Campus) 16.5 KM – Southern Cross University (Gold Coast Campus) Landmarks 1.2 KM – Robina Town Centre (shopping and dining complex) 2.5 KM – Cbus Super Stadium (home of the Gold Coast Titans) 5.0 KM – Burleigh Heads National Park 8.2 KM – Pacific Fair Shopping Centre 8.5 KM – The Star Gold Coast (casino and hotel) 10.0 KM – Broadbeach (beach and entertainment area) 12.0 KM – Gold Coast Convention and Exhibition Centre 15.0 KM – Surfers Paradise (iconic beach and tourist destination),https://agent.sathomson.com.au/listing/ombre/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/om4.png,null,10/14/2024 23:53,10/14/2024 23:57
75,968,listing-968,publish,Avoca,"<h3>Why Avoca</h3>
<p>Ideal location close tobeach,localshoppingcenter andschools(both public & private). Easy access with lifts to all unitsAmenities includeswimming pooland BBQ areaAdjacentTavern for dining & entertainment. Easy access to Sunshine Motorway, BruceHighway and the Sunshine Coast AirportFavorably low body corporate fees.</p>
<h3>Universities</h3>
<ul>
<li>21.3 KM – University of the Sunshine Coast (Sippy Downs Campus)</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li>8.0 KM – Peregian Beach</li>
<li>13.5 KM – Noosa National Park</li>
<li>16.0 KM – Sunshine Beach</li>
<li>18.4 KM – Mount Coolum National Park</li>
<li>23.0 KM – Hastings Street, Noosa Heads (shopping and dining area)</li>
<li>25.5 KM – Mooloolaba Beach</li>
<li>26.0 KM – Sea Life Sunshine Coast (Aquarium)</li>
<li>28.0 KM – Sunshine Plaza (shopping mall in Maroochydore)</li>
</ul>","Why Avoca Ideal location close tobeach,localshoppingcenter andschools(both public & private). Easy access with lifts to all unitsAmenities includeswimming pooland BBQ areaAdjacentTavern for dining & entertainment. Easy access to Sunshine Motorway, BruceHighway and the Sunshine Coast AirportFavorably low body corporate fees. Universities 21.3 KM – University of the Sunshine Coast (Sippy Downs Campus) Landmarks 8.0 KM – Peregian Beach 13.5 KM – Noosa National Park 16.0 KM – Sunshine Beach 18.4 KM – Mount Coolum National Park 23.0 KM – Hastings Street, Noosa Heads (shopping and dining area) 25.5 KM – Mooloolaba Beach 26.0 KM – Sea Life Sunshine Coast (Aquarium) 28.0 KM – Sunshine Plaza (shopping mall in Maroochydore)",https://agent.sathomson.com.au/listing/968/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/av6.png,null,10/14/2024 23:23,10/14/2024 23:36
76,941,one-hundred-on-leichhardt,publish,One Hundred on Leichhardt,"<h3>Why One Hundred on Leichhardt?</h3>
<h3>Universities</h3>
<ul>
<li><strong>2 km</strong> – Queensland University of Technology (QUT, Gardens Point Campus)</li>
<li><strong>3 km</strong> – University of Queensland (UQ, Herston Campus)</li>
<li><strong>7 km</strong> – University of Queensland (UQ, St Lucia Campus)</li>
<li><strong>3 km</strong> – Griffith University (South Bank Campus)</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li><strong>0.5 km</strong> – Roma Street Parkland</li>
<li><strong>1 km</strong> – King George Square</li>
<li><strong>1 km</strong> – Brisbane City Hall</li>
<li><strong>2 km</strong> – South Bank Parklands</li>
<li><strong>2 km</strong> – Brisbane Botanic Gardens</li>
<li><strong>3 km</strong> – Suncorp Stadium</li>
</ul>
<h3><strong>Notes:</strong></h3>
<ul>
<li>Close proximity to <strong data-start=""296"" data-end=""314"">Brisbane’s CBD</strong>, providing easy access to business hubs, shopping, dining, and entertainment.</li>
</ul>","Why One Hundred on Leichhardt? Universities 2 km – Queensland University of Technology (QUT, Gardens Point Campus) 3 km – University of Queensland (UQ, Herston Campus) 7 km – University of Queensland (UQ, St Lucia Campus) 3 km – Griffith University (South Bank Campus) Landmarks 0.5 km – Roma Street Parkland 1 km – King George Square 1 km – Brisbane City Hall 2 km – South Bank Parklands 2 km – Brisbane Botanic Gardens 3 km – Suncorp Stadium Notes: Close proximity to Brisbane’s CBD , providing easy access to business hubs, shopping, dining, and entertainment.",https://agent.sathomson.com.au/listing/one-hundred-on-leichhardt/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/10/ohv7.png,null,10/9/2024 7:41,3/17/2025 0:33
